"date","pm2.5","dew","temp","press","wnd_dir","wnd_spd","snow","rain"
2011-07-26 08:00:00,25,23,26,1001,3,3.13,0,0
2011-07-26 09:00:00,24,23,28,1001,2,1.79,0,0
2011-07-26 10:00:00,22,22,29,1001,3,3.13,0,0
2011-07-26 11:00:00,24,20,30,1001,2,1.79,0,0
2011-07-26 12:00:00,23,20,32,1000,1,0.89,0,0
2011-07-26 13:00:00,30,21,32,1000,2,1.79,0,0
2011-07-26 14:00:00,36,22,33,999,4,1.79,0,0
2011-07-26 15:00:00,45,22,33,999,4,4.92,0,0
2011-07-26 16:00:00,42,22,33,998,4,8.94,0,0
2011-07-26 17:00:00,33,23,33,998,4,12.07,0,0
2011-07-26 18:00:00,35,23,32,998,4,16.09,0,0
2011-07-26 19:00:00,55,24,30,998,4,19.22,0,0
2011-07-26 20:00:00,60,24,29,999,4,21.01,0,0
2011-07-26 21:00:00,60,25,28,1000,4,22.8,0,0
2011-07-26 22:00:00,56,24,28,999,4,25.93,0,0
2011-07-26 23:00:00,70,23,27,1001,4,33.98,0,1
2011-07-27 00:00:00,32,23,24,1002,2,3.13,0,2
2011-07-27 01:00:00,37,23,23,1002,4,3.13,0,3
2011-07-27 02:00:00,39,23,23,1001,2,1.79,0,0
2011-07-27 03:00:00,61,22,23,1001,2,3.58,0,1
2011-07-27 04:00:00,53,22,23,1001,3,1.79,0,0
2011-07-27 05:00:00,48,22,23,1001,3,5.81,0,0
2011-07-27 06:00:00,40,22,23,1001,3,7.6,0,0
2011-07-27 07:00:00,37,22,23,1002,1,0.89,0,0
2011-07-27 08:00:00,42,23,25,1003,1,1.78,0,0
2011-07-27 09:00:00,51,23,27,1003,1,2.67,0,0
2011-07-27 10:00:00,68,24,27,1003,4,1.79,0,0
2011-07-27 11:00:00,77,24,28,1002,4,3.58,0,0
2011-07-27 12:00:00,88,24,28,1002,4,6.71,0,0
2011-07-27 13:00:00,72,24,29,1002,4,9.84,0,0
2011-07-27 14:00:00,65,25,29,1002,4,13.86,0,0
2011-07-27 15:00:00,67,24,29,1002,4,17.88,0,0
2011-07-27 16:00:00,55,24,29,1002,4,21.01,0,0
2011-07-27 17:00:00,62,24,29,1002,4,24.14,0,0
2011-07-27 18:00:00,73,23,29,1002,4,28.16,0,0
2011-07-27 19:00:00,84,23,28,1002,4,31.29,0,0
2011-07-27 20:00:00,90,24,27,1002,4,32.18,0,0
2011-07-27 21:00:00,102,24,27,1003,4,33.07,0,0
2011-07-27 22:00:00,93,24,27,1004,4,33.96,0,0
2011-07-27 23:00:00,99,25,27,1004,4,34.85,0,0
2011-07-28 00:00:00,116,24,27,1004,4,37.98,0,0
2011-07-28 01:00:00,151,23,26,1004,4,39.77,0,0
2011-07-28 02:00:00,171,24,26,1004,4,42.9,0,0
2011-07-28 03:00:00,179,24,25,1004,4,44.69,0,0
2011-07-28 04:00:00,183,24,25,1004,4,46.48,0,0
2011-07-28 05:00:00,190,24,25,1004,4,48.27,0,0
2011-07-28 06:00:00,202,24,25,1004,4,50.06,0,0
2011-07-28 07:00:00,209,24,25,1005,4,53.19,0,0
2011-07-28 08:00:00,226,24,26,1005,4,54.98,0,0
2011-07-28 09:00:00,220,25,27,1005,1,0.89,0,0
2011-07-28 10:00:00,218,25,28,1006,4,3.13,0,0
2011-07-28 11:00:00,201,25,28,1006,4,4.92,0,0
2011-07-28 12:00:00,201,26,30,1006,1,1.79,0,0
2011-07-28 13:00:00,213,25,31,1005,1,3.58,0,0
2011-07-28 14:00:00,210,26,31,1005,4,1.79,0,0
2011-07-28 15:00:00,233,26,31,1004,4,5.81,0,0
2011-07-28 16:00:00,215,26,31,1005,4,8.94,0,0
2011-07-28 17:00:00,184,27,30,1004,4,12.07,0,0
2011-07-28 18:00:00,186,27,30,1004,4,13.86,0,0
2011-07-28 19:00:00,187,27,30,1005,4,15.65,0,0
2011-07-28 20:00:00,209,27,29,1005,4,17.44,0,0
2011-07-28 21:00:00,238,27,28,1006,4,19.23,0,0
2011-07-28 22:00:00,259,27,28,1006,4,21.02,0,0
2011-07-28 23:00:00,269,27,27,1007,1,0.89,0,0
2011-07-29 00:00:00,286,26,27,1006,4,1.79,0,0
2011-07-29 01:00:00,311,26,27,1006,4,4.92,0,0
2011-07-29 02:00:00,306,26,27,1006,1,0.89,0,0
2011-07-29 03:00:00,307,25,26,1006,4,1.79,0,0
2011-07-29 04:00:00,313,25,26,1006,1,0.89,0,0
2011-07-29 05:00:00,300,25,26,1006,4,1.79,0,0
2011-07-29 06:00:00,284,25,26,1006,2,0.89,0,0
2011-07-29 07:00:00,273,25,26,1005,4,1.79,0,0
2011-07-29 08:00:00,264,26,26,1006,4,3.58,0,0
2011-07-29 09:00:00,88,22,23,1007,3,7.15,0,1
2011-07-29 10:00:00,50,22,23,1008,3,11.17,0,2
2011-07-29 11:00:00,49,22,24,1007,2,4.02,0,3
2011-07-29 12:00:00,42,23,24,1007,3,3.13,0,4
2011-07-29 13:00:00,43,23,25,1007,3,4.92,0,5
2011-07-29 14:00:00,32,22,25,1007,3,12.07,0,6
2011-07-29 15:00:00,54,23,24,1006,2,4.02,0,7
2011-07-29 16:00:00,66,23,25,1005,3,3.13,0,8
2011-07-29 17:00:00,50,23,25,1004,3,6.26,0,9
2011-07-29 18:00:00,38,23,25,1005,3,9.39,0,10
2011-07-29 19:00:00,43,23,25,1005,3,13.41,0,11
2011-07-29 20:00:00,56,23,24,1006,3,18.33,0,12
2011-07-29 21:00:00,49,22,23,1006,3,24.14,0,13
2011-07-29 22:00:00,37,22,23,1005,3,27.27,0,14
2011-07-29 23:00:00,41,22,23,1005,3,30.4,0,15
2011-07-30 00:00:00,39,22,22,1006,4,1.79,0,16
2011-07-30 01:00:00,36,21,21,1004,2,1.79,0,17
2011-07-30 02:00:00,41,21,21,1004,2,4.92,0,18
2011-07-30 03:00:00,35,21,21,1003,2,6.71,0,19
2011-07-30 04:00:00,40,21,21,1003,3,4.02,0,20
2011-07-30 05:00:00,36,21,21,1003,3,7.15,0,21
2011-07-30 06:00:00,39,20,21,1002,2,4.02,0,22
2011-07-30 07:00:00,32,21,22,1003,3,4.02,0,23
2011-07-30 08:00:00,27,21,23,1002,3,8.04,0,0
2011-07-30 09:00:00,35,22,26,1002,3,9.83,0,0
2011-07-30 10:00:00,38,22,27,1002,3,12.96,0,0
2011-07-30 11:00:00,35,22,28,1002,3,16.09,0,0
2011-07-30 12:00:00,18,22,29,1001,3,19.22,0,0
2011-07-30 13:00:00,33,23,30,1001,1,1.79,0,0
2011-07-30 14:00:00,30,21,31,1000,1,2.68,0,0
2011-07-30 15:00:00,37,22,31,1000,1,3.57,0,0
2011-07-30 16:00:00,51,22,31,1000,4,1.79,0,0
2011-07-30 17:00:00,54,23,31,999,4,3.58,0,0
2011-07-30 18:00:00,48,23,30,999,4,6.71,0,0
2011-07-30 19:00:00,44,23,28,1000,4,10.73,0,0
2011-07-30 20:00:00,56,23,27,1000,4,13.86,0,0
2011-07-30 21:00:00,57,23,27,1001,4,17.88,0,0
2011-07-30 22:00:00,62,23,26,1002,4,21.01,0,0
2011-07-30 23:00:00,58,23,26,1002,4,25.03,0,0
2011-07-31 00:00:00,61,23,25,1002,1,0.89,0,0
2011-07-31 01:00:00,77,23,24,1003,4,0.89,0,0
2011-07-31 02:00:00,78,24,24,1003,2,0.89,0,0
2011-07-31 03:00:00,86,23,24,1003,2,1.78,0,0
2011-07-31 04:00:00,102,22,23,1003,2,2.67,0,0
2011-07-31 05:00:00,87,23,23,1003,2,3.56,0,0
2011-07-31 06:00:00,72,23,23,1003,3,3.13,0,0
2011-07-31 07:00:00,73,23,25,1003,3,6.26,0,0
2011-07-31 08:00:00,59,23,26,1004,3,10.28,0,0
2011-07-31 09:00:00,64,23,27,1004,3,14.3,0,0
2011-07-31 10:00:00,51,23,29,1004,3,17.43,0,0
2011-07-31 11:00:00,29,22,30,1004,3,19.22,0,0
2011-07-31 12:00:00,38,20,32,1003,2,1.79,0,0
2011-07-31 13:00:00,46,22,32,1003,2,3.58,0,0
2011-07-31 14:00:00,37,21,33,1003,2,5.37,0,0
2011-07-31 15:00:00,20,20,34,1002,2,6.26,0,0
2011-07-31 16:00:00,41,19,35,1002,1,1.79,0,0
2011-07-31 17:00:00,47,23,33,1002,4,3.13,0,0
2011-07-31 18:00:00,82,23,31,1002,4,4.92,0,0
2011-07-31 19:00:00,88,23,31,1002,4,8.05,0,0
2011-07-31 20:00:00,104,24,29,1003,4,12.07,0,0
2011-07-31 21:00:00,135.755763771421,24,29,1003,4,15.2,0,0
2011-07-31 22:00:00,147.789827199016,25,28,1003,4,18.33,0,0
2011-07-31 23:00:00,160.10170787537,24,26,1003,1,0.89,0,0
2011-08-01 00:00:00,132.185779455336,25,25,1004,1,1.78,0,0
2011-08-01 01:00:00,131.79268425337,24,25,1004,4,1.79,0,0
2011-08-01 02:00:00,131.917081985383,24,25,1004,2,0.89,0,0
2011-08-01 03:00:00,134.694977129301,23,24,1004,1,0.89,0,0
2011-08-01 04:00:00,136.077762459865,23,24,1004,1,1.78,0,0
2011-08-01 05:00:00,139.667085834341,23,24,1004,3,0.89,0,0
2011-08-01 06:00:00,144.790603737296,24,24,1004,2,1.79,0,0
2011-08-01 07:00:00,132.510068644234,24,26,1004,1,0.89,0,0
2011-08-01 08:00:00,136.837475753247,25,26,1005,1,1.78,0,0
2011-08-01 09:00:00,131.584347741344,25,27,1005,1,2.67,0,0
2011-08-01 10:00:00,134.012280183245,26,28,1005,4,1.79,0,0
2011-08-01 11:00:00,128.520123110064,26,29,1005,4,3.58,0,0
2011-08-01 12:00:00,127.638249412468,27,30,1005,4,5.37,0,0
2011-08-01 13:00:00,119.201472148868,26,31,1004,4,7.16,0,0
2011-08-01 14:00:00,111.327795813491,27,33,1004,4,10.29,0,0
2011-08-01 15:00:00,109.526933745177,26,33,1003,4,12.08,0,0
2011-08-01 16:00:00,114.925087270772,27,33,1003,4,15.21,0,0
2011-08-01 17:00:00,113.128306394421,25,32,1003,4,18.34,0,0
2011-08-01 18:00:00,123.496712724597,26,31,1004,4,21.47,0,0
2011-08-01 19:00:00,121.699932378098,24,30,1004,4,24.6,0,0
2011-08-01 20:00:00,138.700173241602,26,29,1004,4,26.39,0,0
2011-08-01 21:00:00,144.81418575759,26,28,1005,4,28.18,0,0
2011-08-01 22:00:00,151.080572378655,26,28,1005,1,0.89,0,0
2011-08-01 23:00:00,160.270674271653,26,27,1006,4,0.89,0,0
2011-08-02 00:00:00,122.535187229862,26,27,1006,4,2.68,0,0
2011-08-02 01:00:00,125.704580086098,25,26,1006,4,4.47,0,0
2011-08-02 02:00:00,126.848341652638,25,26,1006,4,6.26,0,0
2011-08-02 03:00:00,128.231133075044,25,26,1006,4,7.15,0,0
2011-08-02 04:00:00,131.400526726707,24,25,1006,4,8.94,0,0
2011-08-02 05:00:00,126.281048229125,23,25,1007,1,0.89,0,0
2011-08-02 06:00:00,132.287501667431,22,24,1007,4,1.79,0,0
2011-08-02 07:00:00,131.76560216908,22,24,1008,4,3.58,0,0
2011-08-02 08:00:00,124.862601296303,22,25,1008,1,0.89,0,0
2011-08-02 09:00:00,99.7151137570496,20,28,1008,4,1.79,0,0
2011-08-02 10:00:00,89.6126796689824,19,29,1008,4,3.58,0,0
2011-08-02 11:00:00,80.0891299448877,20,31,1008,1,3.13,0,0
2011-08-02 12:00:00,53.078583988864,15,32,1008,4,8.94,0,0
2011-08-02 13:00:00,52.4388253024436,16,33,1007,4,16.09,0,0
2011-08-02 14:00:00,47.309723343854,15,33,1007,4,24.14,0,0
2011-08-02 15:00:00,47.0299343522589,15,33,1007,4,31.29,0,0
2011-08-02 16:00:00,60.3778634591528,15,31,1007,4,37.1,0,0
2011-08-02 17:00:00,71.7001612767315,16,30,1007,4,42.91,0,0
2011-08-02 18:00:00,89.8947477318527,17,28,1007,4,47.83,0,0
2011-08-02 19:00:00,106.302732488433,19,27,1007,4,51.85,0,0
2011-08-02 20:00:00,113.726524995323,19,26,1007,4,54.98,0,0
2011-08-02 21:00:00,125.760600878638,20,25,1007,4,58.11,0,0
2011-08-02 22:00:00,132.948020210372,20,24,1007,4,62.13,0,0
2011-08-02 23:00:00,132.070236457645,20,24,1008,4,65.26,0,0
2011-08-03 00:00:00,100.614781948966,20,23,1008,4,68.39,0,0
2011-08-03 01:00:00,101.758549620218,20,23,1008,4,70.18,0,0
2011-08-03 02:00:00,109.777261813558,20,22,1008,4,71.07,0,0
2011-08-03 03:00:00,117.556944681927,20,21,1008,4,72.86,0,0
2011-08-03 04:00:00,137.355492893358,20,21,1007,1,0.89,0,0
2011-08-03 05:00:00,138.738291218396,20,21,1007,1,1.78,0,0
2011-08-03 06:00:00,143.194522771876,20,21,1007,4,0.89,0,0
2011-08-03 07:00:00,142.551690073785,21,22,1007,4,1.78,0,0
2011-08-03 08:00:00,135.170636393665,21,23,1007,1,0.89,0,0
2011-08-03 09:00:00,130.932797933063,22,25,1006,3,3.13,0,0
2011-08-03 10:00:00,125.440653331142,22,26,1006,3,4.92,0,0
2011-08-03 11:00:00,114.790191040508,22,28,1005,1,0.89,0,0
2011-08-03 12:00:00,59,21,29,1004,4,3.13,0,0
2011-08-03 13:00:00,46,20,31,1003,4,7.15,0,0
2011-08-03 14:00:00,49,20,31,1003,4,12.07,0,0
2011-08-03 15:00:00,46,21,31,1003,4,16.99,0,0
2011-08-03 16:00:00,49,20,30,1003,4,21.91,0,0
2011-08-03 17:00:00,50,21,29,1003,4,26.83,0,0
2011-08-03 18:00:00,66,19,28,1003,4,30.85,0,0
2011-08-03 19:00:00,68,20,26,1003,4,34.87,0,0
2011-08-03 20:00:00,74,20,26,1003,4,36.66,0,0
2011-08-03 21:00:00,75,20,26,1004,4,39.79,0,0
2011-08-03 22:00:00,81,20,25,1004,4,43.81,0,0
2011-08-03 23:00:00,70,20,25,1004,4,46.94,0,0
2011-08-04 00:00:00,85,21,25,1004,4,50.07,0,0
2011-08-04 01:00:00,77,21,23,1004,4,51.86,0,0
2011-08-04 02:00:00,86,21,23,1004,4,53.65,0,0
2011-08-04 03:00:00,101,21,23,1004,4,55.44,0,0
2011-08-04 04:00:00,98,21,22,1004,4,57.23,0,0
2011-08-04 05:00:00,91,21,22,1004,1,0.89,0,0
2011-08-04 06:00:00,108,21,22,1004,4,0.89,0,0
2011-08-04 07:00:00,110,22,24,1005,4,1.78,0,0
2011-08-04 08:00:00,109,22,25,1006,4,3.57,0,0
2011-08-04 09:00:00,119,22,27,1005,1,1.79,0,0
2011-08-04 10:00:00,113,22,28,1005,1,2.68,0,0
2011-08-04 11:00:00,114,23,29,1005,3,1.79,0,0
2011-08-04 12:00:00,106,23,30,1004,1,0.89,0,0
2011-08-04 13:00:00,103,24,31,1004,4,1.79,0,0
2011-08-04 14:00:00,109,23,32,1004,4,3.58,0,0
2011-08-04 15:00:00,114,22,31,1004,4,7.6,0,0
2011-08-04 16:00:00,101,22,31,1004,4,11.62,0,0
2011-08-04 17:00:00,100,22,30,1004,4,15.64,0,0
2011-08-04 18:00:00,117,21,29,1004,4,20.56,0,0
2011-08-04 19:00:00,115,21,28,1004,4,23.69,0,0
2011-08-04 20:00:00,117,21,27,1005,4,25.48,0,0
2011-08-04 21:00:00,140.189265851033,21,25,1006,4,27.27,0,0
2011-08-04 22:00:00,101,22,25,1006,1,0.89,0,0
2011-08-04 23:00:00,107,23,24,1006,1,1.34,0,0
2011-08-05 00:00:00,118,23,24,1006,4,1.79,0,0
2011-08-05 01:00:00,138,23,24,1006,4,3.58,0,0
2011-08-05 02:00:00,166,22,24,1006,4,5.37,0,0
2011-08-05 03:00:00,144,23,24,1006,4,7.16,0,0
2011-08-05 04:00:00,146,23,24,1006,4,8.05,0,0
2011-08-05 05:00:00,154,23,23,1006,4,8.94,0,0
2011-08-05 06:00:00,166,23,24,1007,4,10.73,0,0
2011-08-05 07:00:00,190,23,25,1007,4,12.52,0,0
2011-08-05 08:00:00,205,24,26,1007,1,0.89,0,0
2011-08-05 09:00:00,200,24,26,1007,4,1.79,0,0
2011-08-05 10:00:00,178,24,27,1007,4,3.58,0,0
2011-08-05 11:00:00,134,24,29,1007,4,5.37,0,0
2011-08-05 12:00:00,134,24,29,1007,4,7.16,0,0
2011-08-05 13:00:00,144,23,30,1006,4,10.29,0,0
2011-08-05 14:00:00,142,23,30,1006,4,13.42,0,0
2011-08-05 15:00:00,140,23,30,1005,4,17.44,0,0
2011-08-05 16:00:00,132,23,30,1005,4,21.46,0,0
2011-08-05 17:00:00,143,23,30,1005,4,24.59,0,0
2011-08-05 18:00:00,144,22,29,1005,4,27.72,0,0
2011-08-05 19:00:00,175,23,28,1005,4,30.85,0,0
2011-08-05 20:00:00,154,23,27,1006,4,33.98,0,0
2011-08-05 21:00:00,142,22,26,1006,4,37.11,0,0
2011-08-05 22:00:00,119,22,26,1007,4,40.24,0,0
2011-08-05 23:00:00,104,22,25,1007,4,42.03,0,0
2011-08-06 00:00:00,114,22,24,1007,4,43.82,0,0
2011-08-06 01:00:00,112,22,24,1006,4,46.95,0,0
2011-08-06 02:00:00,119.185592429456,23,24,1006,4,50.08,0,0
2011-08-06 03:00:00,133.294024210491,22,23,1006,1,0.89,0,0
2011-08-06 04:00:00,137.513900728845,22,23,1006,4,0.89,0,0
2011-08-06 05:00:00,138.896718258603,22,23,1006,4,1.78,0,0
2011-08-06 06:00:00,142.76188102976,23,23,1006,1,0.89,0,0
2011-08-06 07:00:00,138.441151703879,23,24,1007,4,1.79,0,0
2011-08-06 08:00:00,132.593137278594,23,25,1007,4,4.92,0,0
2011-08-06 09:00:00,126.508749414663,23,26,1007,4,8.94,0,0
2011-08-06 10:00:00,127.060276484132,23,26,1007,4,12.96,0,0
2011-08-06 11:00:00,114.576348196497,23,28,1007,4,16.09,0,0
2011-08-06 12:00:00,105.547340415965,22,29,1006,4,20.11,0,0
2011-08-06 13:00:00,112.971156660892,22,28,1006,4,23.24,0,0
2011-08-06 14:00:00,103.942149416062,21,29,1005,4,27.26,0,0
2011-08-06 15:00:00,104.493677824724,21,29,1005,4,31.28,0,0
2011-08-06 16:00:00,111.442091576215,21,28,1005,4,36.2,0,0
2011-08-06 17:00:00,116.724843204788,21,27,1006,4,41.12,0,0
2011-08-06 18:00:00,123.912287082908,21,26,1006,4,45.14,0,0
2011-08-06 19:00:00,131.09973122902,21,25,1006,4,49.16,0,0
2011-08-06 20:00:00,141.468170069495,22,24,1007,4,52.29,0,0
2011-08-06 21:00:00,142.25607379241,22,24,1007,4,55.42,0,0
2011-08-06 22:00:00,141.378315392535,22,24,1008,4,58.55,0,0
2011-08-06 23:00:00,142.522108153356,22,24,1008,4,60.34,0,0
2011-08-07 00:00:00,105,22,24,1008,4,61.23,0,0
2011-08-07 01:00:00,112.684451084388,23,24,1007,4,62.12,0,0
2011-08-07 02:00:00,129.990573773896,22,23,1007,1,0.89,0,0
2011-08-07 03:00:00,131.373397198076,22,23,1007,1,1.78,0,0
2011-08-07 04:00:00,132.75622089048,22,23,1007,1,2.67,0,0
2011-08-07 05:00:00,138.749327961958,23,23,1007,1,3.56,0,0
2011-08-07 06:00:00,133.642965143204,23,24,1008,2,0.89,0,0
2011-08-07 07:00:00,134.395268163535,23,24,1008,1,0.89,0,0
2011-08-07 08:00:00,136.350491039791,24,25,1008,4,1.79,0,0
2011-08-07 09:00:00,126.248088706522,23,26,1008,4,3.58,0,0
2011-08-07 10:00:00,112.709205721904,23,28,1008,1,0.89,0,0
2011-08-07 11:00:00,120.367976794287,24,28,1007,1,1.78,0,0
2011-08-07 12:00:00,117.59340283793,24,29,1007,4,3.13,0,0
2011-08-07 13:00:00,120.046973243913,24,29,1006,4,6.26,0,0
2011-08-07 14:00:00,107.56305219625,24,31,1006,4,9.39,0,0
2011-08-07 15:00:00,117.008426306607,24,30,1005,4,11.18,0,0
2011-08-07 16:00:00,113.541940518182,23,30,1005,4,12.97,0,0
2011-08-07 17:00:00,116.351400500001,23,30,1004,4,14.76,0,0
2011-08-07 18:00:00,117.495198359549,23,30,1004,4,16.55,0,0
2011-08-07 19:00:00,136.165220428065,24,28,1004,4,19.68,0,0
2011-08-07 20:00:00,145.614676543574,23,26,1004,4,22.81,0,0
2011-08-07 21:00:00,145.092812818186,23,26,1005,4,24.6,0,0
2011-08-07 22:00:00,159.387501510387,24,25,1004,4,25.49,0,0
2011-08-07 23:00:00,160.531300713266,24,25,1004,4,27.28,0,0
2011-08-08 00:00:00,122.795852106766,24,25,1004,4,29.07,0,0
2011-08-08 01:00:00,123.939651847158,24,25,1004,4,30.86,0,0
2011-08-08 02:00:00,129.013775392741,23,24,1003,4,31.75,0,0
2011-08-08 03:00:00,137.723113271304,23,24,1003,3,1.79,0,0
2011-08-08 04:00:00,137.847556339424,23,24,1003,1,0.89,0,0
2011-08-08 05:00:00,149.263098284599,23,23,1002,3,1.79,0,0
2011-08-08 06:00:00,115,23,24,1002,3,4.92,0,0
2011-08-08 07:00:00,107,23,25,1002,3,8.05,0,0
2011-08-08 08:00:00,135,23,27,1002,3,12.07,0,0
2011-08-08 09:00:00,109,24,28,1002,3,15.2,0,0
2011-08-08 10:00:00,98,23,29,1002,2,1.79,0,0
2011-08-08 11:00:00,90,23,31,1001,3,1.79,0,0
2011-08-08 12:00:00,91,22,32,1001,3,3.58,0,0
2011-08-08 13:00:00,84,21,33,1000,2,1.79,0,0
2011-08-08 14:00:00,87,22,34,999,2,3.58,0,0
2011-08-08 15:00:00,75,22,34,999,1,0.89,0,0
2011-08-08 16:00:00,102,21,34,998,4,1.79,0,0
2011-08-08 17:00:00,104,22,33,998,4,4.92,0,0
2011-08-08 18:00:00,92,24,32,998,4,8.05,0,0
2011-08-08 19:00:00,97,24,30,999,4,11.18,0,0
2011-08-08 20:00:00,94,24,29,999,4,12.97,0,0
2011-08-08 21:00:00,92,25,29,1000,4,14.76,0,0
2011-08-08 22:00:00,98,24,28,1001,4,16.55,0,0
2011-08-08 23:00:00,139,24,27,1001,4,18.34,0,0
2011-08-09 00:00:00,121.487352722189,25,27,1001,4,20.13,0,0
2011-08-09 01:00:00,194,25,27,1001,4,21.92,0,0
2011-08-09 02:00:00,209,25,26,1001,4,23.71,0,0
2011-08-09 03:00:00,208,24,26,1001,4,25.5,0,0
2011-08-09 04:00:00,211,24,25,1001,4,27.29,0,0
2011-08-09 05:00:00,201,24,25,1002,1,0.89,0,0
2011-08-09 06:00:00,226,25,26,1002,1,1.78,0,0
2011-08-09 07:00:00,214,25,26,1002,4,1.79,0,0
2011-08-09 08:00:00,212,25,27,1003,4,3.58,0,0
2011-08-09 09:00:00,227,25,29,1003,1,0.89,0,0
2011-08-09 10:00:00,217,25,30,1003,1,1.78,0,0
2011-08-09 11:00:00,212,26,31,1003,1,2.67,0,0
2011-08-09 12:00:00,230,26,31,1003,3,1.79,0,0
2011-08-09 13:00:00,202,26,33,1003,1,0.89,0,0
2011-08-09 14:00:00,195,26,33,1002,4,1.79,0,0
2011-08-09 15:00:00,221,26,34,1002,4,4.92,0,0
2011-08-09 16:00:00,201,25,34,1003,4,8.05,0,0
2011-08-09 17:00:00,202,25,31,1003,4,9.84,0,1
2011-08-09 18:00:00,102,21,27,1004,3,9.83,0,2
2011-08-09 19:00:00,34,21,23,1008,3,17.88,0,4
2011-08-09 20:00:00,30,21,21,1008,1,0.89,0,5
2011-08-09 21:00:00,36,21,22,1006,4,4.92,0,6
2011-08-09 22:00:00,42,22,23,1009,3,3.13,0,7
2011-08-09 23:00:00,103.347346130655,21,22,1009,1,0.89,0,8
2011-08-10 00:00:00,127.329224117805,21,22,1008,2,3.13,0,0
2011-08-10 01:00:00,130.171223771857,21,22,1008,3,1.79,0,0
2011-08-10 02:00:00,132.388436896556,21,22,1007,3,5.81,0,0
2011-08-10 03:00:00,133.532250108591,21,22,1007,3,7.6,0,0
2011-08-10 04:00:00,130.065780479898,20,22,1007,3,9.39,0,0
2011-08-10 05:00:00,124.217791064771,20,23,1007,3,12.52,0,0
2011-08-10 06:00:00,123.34005419457,20,23,1008,3,15.65,0,0
2011-08-10 07:00:00,122.102348430589,21,24,1008,3,18.78,0,0
2011-08-10 08:00:00,116.172914808573,22,26,1009,1,1.79,0,0
2011-08-10 09:00:00,109.353125711516,21,27,1008,3,4.02,0,0
2011-08-10 10:00:00,99.5036073421224,22,29,1009,1,1.79,0,0
2011-08-10 11:00:00,80.0597191443115,20,31,1008,1,2.68,0,0
2011-08-10 12:00:00,76.1462923092759,20,32,1008,2,1.79,0,0
2011-08-10 13:00:00,65.5314789875668,20,34,1007,1,0.89,0,0
2011-08-10 14:00:00,66.211845206606,19,34,1006,4,3.13,0,0
2011-08-10 15:00:00,62.7453785506813,18,34,1006,4,4.92,0,0
2011-08-10 16:00:00,74.7754238884925,20,34,1005,4,6.71,0,0
2011-08-10 17:00:00,87.1654386606924,21,33,1005,4,8.5,0,0
2011-08-10 18:00:00,103.809848312432,23,32,1005,4,11.63,0,0
2011-08-10 19:00:00,117.869606678647,23,30,1005,4,14.76,0,0
2011-08-10 20:00:00,135.229874537082,24,28,1006,4,16.55,0,0
2011-08-10 21:00:00,58,24,28,1007,4,19.68,0,0
2011-08-10 22:00:00,54,24,27,1007,4,21.47,0,0
2011-08-10 23:00:00,70,24,26,1007,1,0.89,0,0
2011-08-11 00:00:00,74,24,25,1007,2,1.79,0,0
2011-08-11 01:00:00,64,24,25,1007,4,0.89,0,0
2011-08-11 02:00:00,82,24,25,1007,2,1.79,0,0
2011-08-11 03:00:00,119,23,24,1007,1,0.89,0,0
2011-08-11 04:00:00,146,22,23,1006,2,0.89,0,0
2011-08-11 05:00:00,121,23,23,1007,2,1.78,0,0
2011-08-11 06:00:00,64,23,23,1007,3,1.79,0,0
2011-08-11 07:00:00,51,24,25,1007,3,3.58,0,0
2011-08-11 08:00:00,61,24,27,1007,1,0.89,0,0
2011-08-11 09:00:00,83,24,29,1007,4,1.79,0,0
2011-08-11 10:00:00,96,25,31,1006,1,0.89,0,0
2011-08-11 11:00:00,80,24,32,1006,1,1.78,0,0
2011-08-11 12:00:00,87,23,34,1006,4,1.79,0,0
2011-08-11 13:00:00,91,24,32,1005,4,3.58,0,0
2011-08-11 14:00:00,87.0155964924694,23,34,1004,4,6.71,0,0
2011-08-11 15:00:00,94.4394456082187,23,33,1004,4,9.84,0,0
2011-08-11 16:00:00,103,22,33,1004,4,12.97,0,0
2011-08-11 17:00:00,101,23,33,1003,4,16.1,0,0
2011-08-11 18:00:00,111,24,31,1003,4,17.89,0,0
2011-08-11 19:00:00,108,24,30,1004,4,19.68,0,0
2011-08-11 20:00:00,113,24,29,1004,4,21.47,0,0
2011-08-11 21:00:00,130,25,28,1004,4,24.6,0,0
2011-08-11 22:00:00,133,25,27,1004,4,26.39,0,0
2011-08-11 23:00:00,161,24,27,1004,4,28.18,0,0
2011-08-12 00:00:00,123,22,27,1004,4,29.97,0,0
2011-08-12 01:00:00,115,24,26,1004,4,31.76,0,0
2011-08-12 02:00:00,111,24,26,1004,1,0.89,0,0
2011-08-12 03:00:00,105,24,25,1004,4,0.89,0,0
2011-08-12 04:00:00,111,24,25,1004,2,0.89,0,0
2011-08-12 05:00:00,103,24,25,1004,4,1.79,0,0
2011-08-12 06:00:00,107,24,25,1004,1,0.89,0,0
2011-08-12 07:00:00,125,24,26,1004,4,0.89,0,0
2011-08-12 08:00:00,128,24,27,1004,1,0.89,0,0
2011-08-12 09:00:00,141,25,29,1004,1,1.78,0,0
2011-08-12 10:00:00,112,23,30,1004,4,1.79,0,0
2011-08-12 11:00:00,118,25,31,1003,1,0.89,0,0
2011-08-12 12:00:00,132,24,32,1003,4,3.13,0,0
2011-08-12 13:00:00,153,24,32,1002,4,6.26,0,0
